,Sex,Marital status,Age,Education,Income,Occupation,Settlement size
116,1,1,-0.5043326982867843,1,1.8095237374240047,2,0
117,1,1,-0.7603824689519312,1,-0.31117160045412284,1,2
118,1,1,-1.101782163172127,1,0.8552541432653716,1,1
119,0,1,0.007766843043509548,1,1.5627737730516609,2,1
120,1,1,-0.9310823160620291,1,-0.4278666692339804,1,2
121,1,1,0.4345164608187544,2,1.2068091930263731,2,2
122,0,0,-1.0164322396170782,0,-1.4393026736046086,0,0
123,0,0,2.3122147790298317,2,0.3884476209419871,1,0
124,1,1,-0.7603824689519312,1,-0.12733618395971827,1,2
125,0,0,-0.5043326982867843,0,-0.4373156626574507,1,1
126,0,1,0.34916653726370545,1,-1.2927382867250035,0,0
127,0,0,-0.5043326982867843,0,-0.574509797725448,1,2
128,0,0,-0.1629330040665884,1,0.6043308734643282,2,2
129,1,1,-0.5896826218418333,1,0.07516099454604006,1,0
130,1,1,-1.0164322396170782,1,1.463533094901269,1,2
131,0,0,-0.5896826218418333,0,0.7426536383023511,1,2
132,0,0,-0.7603824689519312,0,-1.1396383460608313,0,0
133,0,0,0.9466160021490482,1,-0.11586615583178354,1,1
134,1,1,-1.272482010282225,1,1.936350226930139,1,0
135,1,1,0.1784666901536075,1,-0.305607193215857,1,2
136,0,0,-0.7603824689519312,0,2.198691030451209,1,2
137,0,0,2.5682645496949785,2,0.13251113518571367,0,0
138,0,0,-0.07758308051153942,1,0.05655172694259448,1,1
139,1,1,0.6905662314839013,2,-0.3334292294071861,0,0
140,0,1,-0.7603824689519312,1,-0.8148816915369496,0,0
141,1,1,-0.5043326982867843,1,1.446288681903436,2,1
142,0,0,-0.7603824689519312,0,0.6135961364601199,2,2
143,0,0,-1.187132086727176,0,-0.5188919725467439,1,1
144,1,1,-1.101782163172127,1,-0.3556081167483871,1,2
145,0,0,-0.5043326982867843,0,0.5173476395604938,1,1
146,1,1,0.26381661370865644,2,-0.3804117244849965,1,0
147,1,1,1.2880156963692442,2,0.18033354079005479,1,0
148,0,0,-0.6750325453968822,0,0.33973281040320713,1,1
149,0,0,0.8612660785939993,1,0.8249123754944505,1,2
150,0,0,0.5198663843738034,1,-0.026993123243255,1,0
151,0,0,0.1784666901536075,1,-0.3194394696996593,1,2
152,0,0,-1.0164322396170782,0,0.8486136006649884,1,1
153,1,1,-0.5896826218418333,1,2.4475407711398796,1,2
154,0,0,0.007766843043509548,1,2.2873540854081047,2,2
155,1,1,-1.357831933837274,1,-0.6719131715990538,1,1
156,0,0,1.0319659257040972,1,0.08403254948252047,1,1
157,0,1,0.7759161550389503,2,-1.2792734710965583,0,0
158,0,0,0.1784666901536075,1,0.6712612435472426,1,2
159,0,0,-0.1629330040665884,1,-1.1971722171281836,0,0
160,0,0,0.007766843043509548,1,0.23188304935587584,1,1
161,1,1,-0.5043326982867843,1,-0.5197318830732746,1,1
162,0,0,0.007766843043509548,1,0.18054351842168745,1,2
163,0,0,2.9096642439151745,2,2.7308530906202626,2,2
164,0,0,0.007766843043509548,1,0.09161799142525075,1,2
165,0,0,-0.33363285117668634,0,0.5291851285437856,1,1
166,1,1,-0.24828292762163737,1,-0.43776186512467014,1,2
167,1,1,-1.357831933837274,1,0.7016555057260718,1,2
168,1,1,-0.9310823160620291,1,0.1105947198840535,1,1
169,0,1,-0.4189827747317353,1,-0.14660163166201595,1,2
170,0,0,-0.24828292762163737,1,-0.6695509232431862,1,0
171,1,1,-0.8457323925069802,1,-0.6770576235740543,1,1
172,1,1,-0.1629330040665884,1,0.841920563656697,2,2
173,0,0,-0.24828292762163737,1,-0.31642104124493964,1,0
174,0,0,-0.8457323925069802,0,-0.19526394779288775,1,1
175,1,1,1.458715543479342,2,2.3694553393764797,2,0
176,0,1,0.5198663843738034,2,0.00925426541733505,1,0
177,0,0,1.373365619924293,1,0.2827501306188907,1,2
178,0,0,-0.4189827747317353,0,0.3312287163220839,2,1
179,0,0,2.4829146261399297,2,-0.09502587589224082,1,0
180,0,1,-0.6750325453968822,1,1.4786777315827755,1,2
181,0,1,-0.5043326982867843,1,1.254841576262347,2,1
182,0,0,0.34916653726370545,1,-1.1347826133293257,0,0
183,0,0,1.2026657728141952,1,1.4617220378284372,1,2
184,0,0,0.007766843043509548,1,-0.38713100869724204,1,1
185,0,0,-0.4189827747317353,0,-0.6081324659906296,1,1
186,1,1,3.2510639381353705,3,2.451740323772533,2,1
187,0,0,2.7389643968050765,2,-1.2186424299626242,0,0
188,0,1,-1.357831933837274,1,-0.5765570796338665,1,0
189,1,1,-0.24828292762163737,1,0.3308875026706808,1,1
190,0,0,1.544065467034391,1,2.538014883169607,2,2
191,0,0,-0.1629330040665884,1,-0.1162598638910948,0,0
192,0,0,0.007766843043509548,1,0.3765838847547411,1,2
193,0,1,-0.5896826218418333,1,-0.38112039899175676,1,1
194,0,0,-1.272482010282225,0,0.1941133228659489,1,2
195,1,1,-0.1629330040665884,1,0.7000544262848727,2,2
196,1,1,-0.6750325453968822,1,-0.47920620016816884,1,0
197,1,1,-0.7603824689519312,1,-0.018174062714682766,1,0
198,0,0,0.007766843043509548,1,0.08555488731185734,1,2
199,0,1,0.34916653726370545,1,1.4243985138057298,2,1
200,0,0,1.373365619924293,1,0.433409081315333,1,0
201,0,1,-0.7603824689519312,1,-1.4472555764026962,0,0
202,0,0,-0.8457323925069802,0,0.23385158965243213,1,1
203,0,1,-1.272482010282225,1,-0.8524939348031519,1,1
204,0,0,0.1784666901536075,1,-1.2149415742050984,0,0
205,0,0,0.1784666901536075,1,2.6598806511284194,2,2
206,0,0,0.6052163079288523,1,-0.21198341671163928,1,0
207,0,0,-0.8457323925069802,0,-0.46046569654495284,1,2
208,0,1,-1.272482010282225,1,-0.2122458887511801,0,0
209,0,0,1.62941539058944,1,0.9707680878672954,1,2
210,0,0,-0.24828292762163737,1,-0.13437043461941278,1,2
211,1,1,0.7759161550389503,2,-0.29258858005463134,0,0
212,0,0,1.2026657728141952,1,0.780712084035773,1,1
213,0,0,2.5682645496949785,2,1.5226680454098205,2,0
214,0,0,1.2880156963692442,1,0.31004722273113805,1,0
215,1,1,0.26381661370865644,2,-0.9134661895884891,0,0
216,0,0,-0.4189827747317353,0,-0.1686755301874006,1,2
217,0,0,-1.101782163172127,0,0.3401002712585643,1,1
218,0,1,-1.0164322396170782,1,-1.0431798715295724,0,0
219,1,1,2.3975647025848805,3,0.27002023670115993,1,0
220,0,1,-0.8457323925069802,1,-1.3688026837839389,0,0
221,1,1,-1.101782163172127,1,-0.6297601620487948,1,1
222,0,0,-0.5043326982867843,0,-0.7935952091301873,1,2
223,0,0,-0.33363285117668634,0,-0.17948937821648323,1,1
224,0,0,-0.5043326982867843,0,0.20169876480867918,1,1
225,0,0,-0.7603824689519312,0,-0.3761596774444349,1,1
226,0,0,-0.7603824689519312,0,3.0265540903669734,1,1
227,0,0,1.458715543479342,1,2.279007474550706,2,1
228,0,0,-1.187132086727176,0,-0.7668230610970217,1,1
229,0,0,-1.187132086727176,0,-0.34579166246955967,1,2
230,0,0,-0.8457323925069802,0,0.47776685599773505,1,2
231,0,0,1.2880156963692442,1,0.020908023972948362,0,0
232,0,0,-0.07758308051153942,1,0.0267611504547091,1,0
233,0,1,-0.9310823160620291,1,-1.3290119225895476,0,0
234,0,0,0.5198663843738034,1,-1.1188505605291967,0,0
235,0,0,-0.5043326982867843,0,0.27503345265638995,2,0
236,0,0,-1.101782163172127,0,1.2105625431918072,0,2
237,0,1,2.1415149319197337,2,0.25810400610600576,0,0
238,1,1,-0.07758308051153942,1,-0.35555562234047894,1,1
239,0,0,0.26381661370865644,1,-0.14780900304390382,1,1
240,1,1,-0.5896826218418333,1,-0.5759271467389685,1,0
241,0,0,1.2880156963692442,1,-0.13014463478280525,1,1
242,0,0,-1.0164322396170782,0,0.06295604470739098,1,1
243,1,1,-0.7603824689519312,1,-0.5497849316007007,1,0
244,1,1,-0.07758308051153942,1,0.10894114603494622,0,0
245,0,0,-0.9310823160620291,0,-0.759447596785924,1,2
246,0,0,1.373365619924293,1,-0.3304370481564205,1,2
247,0,0,-0.07758308051153942,1,-0.20933244911227677,1,0
248,0,0,-0.8457323925069802,0,-0.09799180993905231,1,1
249,1,1,-1.187132086727176,1,-0.8439635935180746,1,2
250,1,1,0.26381661370865644,2,-0.15368837672961863,0,0
251,1,1,0.8612660785939993,2,-0.1983086234515615,0,0
252,1,1,-1.0164322396170782,1,-0.13321555764543308,1,1
253,0,0,-0.07758308051153942,1,0.5332271979527147,1,2
254,0,0,-1.0164322396170782,0,-0.34965000145081004,1,1
255,0,0,-0.7603824689519312,0,0.2833800635137887,0,0
256,0,0,-0.07758308051153942,1,-0.9781655473353063,0,0
257,0,1,-0.5896826218418333,1,-0.37077900063384767,1,2
258,1,1,-1.101782163172127,1,0.38275197768395086,1,1
259,1,1,1.800115237699538,2,-0.3625373785922653,0,0
260,0,0,-0.7603824689519312,0,-0.6170302681310641,1,1
261,1,1,1.62941539058944,2,0.14180264538545942,1,2
262,0,0,0.007766843043509548,1,1.2772566884391348,2,1
263,1,1,1.800115237699538,2,-0.31521366986305177,0,0
264,0,0,-0.33363285117668634,0,-1.4070973543529475,0,0
265,0,0,0.09311676659855851,1,-0.3868685366577012,1,0
266,0,0,0.007766843043509548,1,0.7423386718549021,1,0
267,1,1,0.1784666901536075,1,-0.23177380849301862,1,0
268,0,1,0.7759161550389503,2,2.4723706260804432,2,2
269,0,0,-0.9310823160620291,0,-0.8246981458157769,1,1
270,0,0,-0.33363285117668634,0,-0.2591233950131742,1,2
271,1,1,0.09311676659855851,1,0.4229626941416076,1,1
272,0,0,0.007766843043509548,1,3.2438021974949267,2,2
273,0,0,-0.6750325453968822,0,-0.006362820935344951,1,1
274,0,1,-0.1629330040665884,1,1.428178111175118,0,0
275,0,0,-0.33363285117668634,0,-0.250304334484602,1,1
276,1,1,-0.8457323925069802,1,-0.2635591724814144,1,0
277,0,1,1.1173158492591462,2,-0.9629421690419375,0,0
278,1,1,-0.33363285117668634,1,0.41815945581801023,1,2
279,0,0,-0.5896826218418333,0,0.6280845930427743,2,2
280,0,0,-1.101782163172127,0,0.7933369891376874,1,1
281,0,0,1.2026657728141952,1,-0.1563655915329352,1,1
282,0,0,1.1173158492591462,1,-0.5247713462324587,0,0
283,0,0,2.3122147790298317,2,0.1022218618227007,1,2
284,0,1,0.09311676659855851,1,0.8229438351978942,1,2
285,1,1,-0.07758308051153942,1,1.2333713634279062,0,1
286,0,0,-0.8457323925069802,0,0.15096291956543476,1,2
287,0,0,-0.4189827747317353,0,2.33764372818413,2,2
288,1,1,1.1173158492591462,2,0.12363958024923327,1,1
289,0,1,1.0319659257040972,2,-0.2564461802098576,1,1
290,0,1,-0.8457323925069802,1,-0.7039610076269904,1,0
291,0,1,-0.6750325453968822,1,2.4584596079847785,2,1
292,1,1,0.6905662314839013,2,1.9124127769240142,2,1
293,0,0,1.714765314144489,1,1.2535554632685968,1,1
294,0,1,0.8612660785939993,2,2.15338835642646,2,1
295,1,1,-0.8457323925069802,1,1.8765853435266895,1,2
296,1,1,-1.357831933837274,1,0.18303700279732543,1,2
297,0,0,0.7759161550389503,1,-1.120792853621799,0,0
298,0,0,0.6052163079288523,1,-0.06583898509529937,1,1
299,0,0,-0.33363285117668634,0,1.0610322222653905,1,2
300,1,1,1.544065467034391,2,-1.6885461223525906,0,0
301,1,1,0.5198663843738034,2,0.6604473955181599,1,1
302,0,0,0.09311676659855851,1,-0.8014956175203667,0,0
303,0,0,1.1173158492591462,1,-0.3123789718360107,1,0
304,0,0,0.6905662314839013,1,2.5817952193650195,1,0
305,0,1,-0.24828292762163737,1,0.6232813547191769,1,1
306,1,1,-1.0164322396170782,1,-0.48634543964367966,0,0
307,0,1,-0.24828292762163737,1,-1.0784298664399072,0,0
308,1,1,-1.0164322396170782,1,-0.36327230030297963,1,2
309,0,1,-1.187132086727176,1,-1.5404856448476025,0,0
310,0,0,0.34916653726370545,1,-0.7450903762230401,0,0
311,0,0,-0.9310823160620291,0,0.6665367468355075,1,0
312,1,1,-0.8457323925069802,1,0.5477943961472312,1,1
313,0,1,-0.9310823160620291,1,-1.3746295630617456,0,0
314,0,0,-0.5896826218418333,0,-0.9312092994614499,0,0
315,0,0,-0.4189827747317353,0,-0.25888717017758744,1,2
316,0,0,0.1784666901536075,1,-1.4132654472821573,0,0
317,1,1,1.0319659257040972,2,0.13647446298278035,0,0
318,0,0,-0.33363285117668634,0,-0.7532270094488062,1,2
319,1,1,-0.7603824689519312,1,-0.7178457785187009,0,0
320,0,1,-0.6750325453968822,1,1.1610603165344047,2,0
321,0,1,-0.33363285117668634,1,-0.36114627678269884,1,0
322,0,0,-0.1629330040665884,1,0.6326778537347391,2,0
323,0,0,-0.6750325453968822,0,0.7193986155990326,1,0
324,1,1,0.007766843043509548,1,-0.4008845435691821,1,2
325,0,0,0.26381661370865644,1,-0.7145123836165321,0,0
326,0,0,1.1173158492591462,1,0.8877744289644818,1,2
327,1,1,-0.1629330040665884,1,0.7454620891254381,1,2
328,0,0,-0.4189827747317353,0,0.6487148953506844,1,1
329,0,0,-0.6750325453968822,0,-0.5082881021492939,1,2
330,0,0,3.3364138616904193,2,2.4246794564958725,2,1
331,1,1,-0.5043326982867843,1,0.03846740341823058,1,0
332,1,1,-1.0164322396170782,1,2.3334179283475223,2,1
333,1,1,-1.0164322396170782,1,1.5761073526603355,0,0
334,0,0,-1.101782163172127,0,-0.08268969003382132,1,1
335,0,1,0.6905662314839013,2,1.0418980105828632,2,1
336,1,1,-1.101782163172127,1,-0.9539131308817327,0,0
337,1,1,-1.0164322396170782,1,-0.5899169064464953,1,2
338,0,0,-0.6750325453968822,0,0.036866323977031455,1,2
339,0,1,-0.4189827747317353,1,-1.038350386002021,0,0
340,1,1,-1.0164322396170782,1,0.7721292483427875,1,1
341,1,1,-0.8457323925069802,1,-0.7498673673426833,0,0
342,0,1,-0.9310823160620291,1,0.7584544550827097,1,2
343,0,0,-0.24828292762163737,1,1.2332138802041817,2,1
344,0,0,0.09311676659855851,1,-0.14510554103663315,0,0
345,1,1,0.6052163079288523,2,-0.9331515925540522,0,0
346,0,0,-1.101782163172127,0,-0.6598394577801752,1,2
347,1,1,-1.101782163172127,1,-0.61514046944637,0,0
348,0,0,-0.1629330040665884,1,-0.8818908032317261,0,0
349,0,0,-0.33363285117668634,0,0.6556179099906084,1,1
350,1,1,-1.101782163172127,1,-0.6206786294806818,1,0
351,1,1,-0.5896826218418333,1,-0.3286259910835887,1,2
352,0,0,0.1784666901536075,1,0.7968016200596265,2,1
353,0,0,-0.6750325453968822,0,0.5483718346342211,1,1
354,0,0,0.8612660785939993,1,0.25513807205919425,1,2
355,0,0,-1.101782163172127,0,-1.3555478457871266,0,0
356,0,0,1.1173158492591462,1,0.01342757084603441,1,2
357,0,0,-0.8457323925069802,0,0.8564877618512136,2,2
358,0,1,-0.6750325453968822,1,-0.7376886647079884,1,0
359,1,1,-1.101782163172127,1,-0.3258700346684099,1,2
360,0,0,2.1415149319197337,2,0.22576745083457425,1,2
361,0,0,0.09311676659855851,1,1.2911414593308452,2,0
362,1,1,0.007766843043509548,1,0.37870990827502193,1,1
363,0,1,-1.272482010282225,1,-0.634799625207979,1,2
364,0,0,-0.9310823160620291,0,-2.0281324471105298,0,0
365,0,0,0.007766843043509548,1,-0.45757850411000356,1,0
366,0,0,-0.7603824689519312,0,-0.06444788328573292,1,1
367,1,1,-1.187132086727176,1,-0.03334494660014334,1,2
368,0,0,0.5198663843738034,1,0.14781325509094467,1,1
369,1,1,0.34916653726370545,2,0.416217162725408,1,2
370,0,0,0.007766843043509548,1,-0.07027476256353957,1,1
371,0,0,-0.24828292762163737,1,0.6205516455079522,1,1
372,1,1,-1.101782163172127,1,-0.39138305573780363,1,0
373,0,0,2.3122147790298317,2,3.972765792911703,2,2
374,1,1,2.056165008364685,2,4.945224699410516,2,2
375,1,1,0.09311676659855851,1,1.2974407882798253,1,1
376,0,1,-0.1629330040665884,1,-0.22300724237235456,1,0
377,0,0,0.007766843043509548,1,-0.632936073727239,1,1
378,0,0,1.800115237699538,2,4.224975175706496,2,1
379,1,1,1.373365619924293,2,-0.6667687196240534,0,0
380,0,0,0.26381661370865644,1,-0.2259206820112579,1,2
381,1,1,0.1784666901536075,1,3.675201241684252,2,2
382,1,1,-0.9310823160620291,1,-0.5669506029866718,1,0
383,0,0,-0.8457323925069802,0,-0.2479158389247803,1,2
384,0,0,-0.8457323925069802,0,-0.4121445940654841,0,0
385,1,1,-0.9310823160620291,1,-0.32631623713562935,1,0
386,1,1,-1.272482010282225,1,-0.6902862143669126,1,1
387,0,0,0.34916653726370545,1,2.1193194856940587,2,1
388,0,0,-0.7603824689519312,0,0.4964286180090888,1,2
389,1,1,-0.7603824689519312,1,-0.48324826957709777,1,1
390,0,1,-0.5043326982867843,1,0.3546674694530809,2,2
391,1,1,-1.443181857392323,1,-0.2563674385979954,0,0
392,0,0,0.26381661370865644,1,0.8227863519741697,2,1
393,1,1,-0.4189827747317353,1,-0.2715120752795019,1,2
394,0,0,-0.4189827747317353,0,0.4428580747388033,2,2
395,0,0,-0.33363285117668634,0,2.62389573450737,1,2
396,1,1,1.62941539058944,2,1.174892593018207,2,2
397,0,1,0.8612660785939993,2,0.035291491739786414,1,0
398,0,1,0.8612660785939993,2,-0.01195347537756485,1,0
399,1,1,0.6052163079288523,2,0.14421738814923515,0,0
400,0,1,0.26381661370865644,1,-0.3317494083541247,1,2
401,0,1,-0.6750325453968822,1,-0.22151115174697178,1,1
402,0,0,-0.7603824689519312,0,1.1444983308393777,1,1
403,0,0,-0.7603824689519312,0,-1.619883436808707,0,0
404,0,0,0.6052163079288523,1,0.26715929147016476,1,0
405,0,1,-1.187132086727176,1,-0.30883559930220933,1,0
406,0,0,0.6052163079288523,1,-0.14597169876711794,1,1
407,0,1,-0.7603824689519312,1,-0.6888163709454839,1,2
408,0,1,-0.8457323925069802,1,1.3361291669081452,2,0
409,0,1,-0.6750325453968822,1,0.48451238741393465,1,2
410,1,1,-1.357831933837274,1,-0.26308672281024087,1,1
411,0,0,-0.07758308051153942,1,1.7479215497437697,2,2
412,0,0,0.5198663843738034,1,0.6444628483101228,2,0
413,0,0,0.34916653726370545,1,-0.4387067644670172,0,0
414,1,1,-0.07758308051153942,1,-0.33287803812415034,1,1
415,0,0,-0.07758308051153942,1,0.6049870535631804,1,2
416,0,0,-0.24828292762163737,1,-1.0465132664317411,0,0
417,1,1,-1.101782163172127,1,1.2023471683541789,1,1
418,1,1,-0.4189827747317353,1,1.4324564054196336,2,1
419,1,1,-0.24828292762163737,1,-0.2239521417147016,1,1
420,1,1,-1.357831933837274,1,0.8708712296180516,1,2
421,0,0,-0.5043326982867843,0,-0.22450333299773736,1,1
422,0,0,0.9466160021490482,1,-0.925592397815276,0,0
423,0,0,-0.1629330040665884,1,0.6546467634443074,2,2
424,1,1,-0.9310823160620291,1,0.04193203434016967,1,2
425,0,1,-1.272482010282225,1,-0.14332073116775543,1,2
426,0,0,-0.5896826218418333,0,-0.3015126293990199,1,0
427,0,0,0.8612660785939993,1,0.7158027486573232,1,2
428,0,0,-1.357831933837274,0,-0.8502891696710089,1,1
429,1,1,1.62941539058944,2,-1.5370735083335718,0,0
430,0,0,3.2510639381353705,2,0.03093445588340846,0,0
431,0,0,-0.5896826218418333,0,2.8853178858900472,2,2
432,0,0,0.007766843043509548,1,0.41298875663905565,2,2
433,0,1,-0.24828292762163737,1,-0.309964229072235,1,0
434,0,0,-0.9310823160620291,0,-0.5382099146569497,1,2
435,0,1,-0.9310823160620291,1,-0.385871142907446,1,0
436,0,1,-1.101782163172127,1,-0.9503435111439772,0,0
437,1,1,0.09311676659855851,1,0.7483230343564333,1,1
438,0,0,2.4829146261399297,2,-0.9585326387776515,0,0
439,1,1,-0.8457323925069802,1,-1.81823355708972,0,0
440,0,0,0.26381661370865644,1,0.4788429913598525,2,1
441,1,1,-0.5043326982867843,1,-0.37736704882632277,1,1
442,0,0,-0.5896826218418333,0,-0.09402848214198563,1,2
443,0,0,0.4345164608187544,1,-1.3476736846009014,0,0
444,1,1,-0.5043326982867843,1,1.5221431013307387,2,2
445,1,1,0.4345164608187544,2,-1.0291901118220457,0,0
446,1,1,-0.1629330040665884,1,-0.23765318217873346,1,1
447,0,0,-0.07758308051153942,1,0.01825705637358587,1,0
448,1,1,1.62941539058944,2,1.3565757387883766,2,2
449,0,1,2.1415149319197337,2,1.4379683182499912,1,1
450,0,0,-0.5043326982867843,0,2.600981925455455,2,2
451,1,1,-0.5896826218418333,1,-0.6759814882119368,1,1
